FlightId,FlightSource,FlightDest,FlightDate,FlightSeat,TicketCost
867,Kobylanka,Benešov nad Ploučnicí,2021-05-05 18:27:36,68,19
868,San Pedro Carchá,Pasadena,2021-12-08 23:36:32,25,68
869,Luleå,Plátanos,2021-02-13 10:01:49,14,10
870,Cilimus Kulon,El Aguacate,2021-10-23 21:34:18,27,46
871,Huoxian,Senada,2021-02-07 19:28:19,79,68
872,Jāmpur,Qal‘ah-ye Shahr,2021-02-26 22:32:22,82,57
873,Lampuyang,Santana,2021-07-16 03:29:05,1,84
874,Stockholm,Baruta,2022-01-28 17:40:21,18,46
875,Kuliyapitiya,Longjiang,2021-08-21 06:25:22,22,67
876,San Marcos,Hedong,2021-10-09 00:40:40,82,43
877,Köln,Kedungdoro,2021-07-27 03:46:18,29,25
878,Baranusa,Gines-Patay,2021-01-31 00:32:23,9,10
879,Cikaung,Thatta,2022-01-28 00:14:58,87,69
880,Memphis,Fergana,2022-01-10 02:00:51,58,79
881,Tominian,Ar Rumaythah,2021-07-19 07:56:52,1,71
882,Dongchuan,Castries,2021-09-05 18:31:14,44,19
883,Phultala,Thị Trấn Cẩm Thủy,2022-01-14 02:04:00,69,51
884,Borås,Shiziling,2021-05-04 18:58:48,53,53
885,Listvyanskiy,Tayzhina,2021-10-10 04:23:51,95,1
886,Brunflo,Kushchëvskaya,2021-04-23 03:03:10,42,4
887,Sigiriya,Xiaosong,2021-02-09 14:40:01,87,99
888,Guluoshan,Karangsari,2021-09-10 23:18:06,59,3
889,Novosin’kovo,Chuanpu,2022-01-06 07:58:57,22,65
890,Pousada,Guyam Malaki,2021-05-28 10:49:55,73,82
891,Capioví,Pategi,2022-01-23 06:04:15,93,41
892,El Arenal,Għaxaq,2021-08-13 22:29:03,72,75
893,Tegallega,Jiuxian,2021-03-03 03:24:48,52,29
894,Ozimek,Rancabolang,2021-05-16 08:41:46,28,33
895,Rungis,Zhenkou,2021-07-20 11:26:13,82,77
896,Changhan,Maulavi Bāzār,2021-06-12 08:35:09,60,33
897,Áno Kastrítsion,Minas de Oro,2021-06-15 18:06:58,47,22
898,Omaha,Momanalu,2021-09-07 07:33:03,8,71
899,Opatów,Kovářov,2021-09-04 01:12:26,81,27
900,Kokopo,Lishu,2021-11-10 21:45:42,39,85
901,Saubara,Xiaxindian,2021-08-03 06:05:51,38,30
902,Kudara-Somon,Vårgårda,2021-08-01 11:50:31,48,81
903,Al Wuday‘,Buda-Kashalyova,2021-04-17 07:52:56,13,64
904,Hongtang,Wu’an,2021-06-05 02:20:20,90,41
905,La Uvita,Lirang,2021-07-09 08:23:09,69,98
906,‘Ubāl,Chengui,2021-07-08 06:32:13,82,25
907,Luna,Cibungur,2021-12-09 05:26:38,77,48
908,Kariya,Parfino,2021-04-25 13:42:03,47,22
909,Laranganglintong,Rotterdam,2021-06-18 21:49:14,30,52
910,Brits,Sishui,2021-03-11 12:08:05,51,83
911,Miratejo,Gonghe,2021-10-05 08:52:07,76,95
912,Riit,Huangxi,2021-10-20 20:46:58,30,28
913,‘Afīf,Paris La Défense,2021-04-05 08:15:48,95,54
914,Tipo-Tipo,Dongcun,2021-05-22 09:59:56,98,91
915,Maikun,Hongqi,2021-05-05 03:20:20,24,41
916,Ilama,Popielów,2021-12-19 22:07:22,87,4
917,Helsingborg,Mayma,2021-10-11 18:44:49,5,95
918,Zhyrovichy,Infonavit,2021-08-19 18:34:33,86,44
919,Lidingö,Jazovo,2021-02-10 08:38:51,85,3
920,Sishilichengzi,Grande Rivière du Nord,2021-11-08 16:56:09,39,70
921,Longtou’an,Valera,2021-06-15 16:29:45,46,42
922,Morávka,Samut Songkhram,2022-01-08 19:57:08,57,21
923,San Andres,Batutua,2021-07-30 11:32:02,70,7
924,São Luís,El Espino,2021-11-24 23:50:16,12,97
925,Waitangi,Dongfeng,2022-01-24 09:28:54,66,70
926,Tiraspol,Nanggela,2022-01-08 04:13:24,8,67
927,Hita,Staroderevyankovskaya,2021-05-24 01:26:22,83,64
928,Xylókastro,Confey,2021-11-05 14:42:49,91,90
929,Bebedouro,São José dos Campos,2021-07-20 08:27:15,13,33
930,Yashalta,Karangsari,2021-11-18 11:52:41,31,92
931,Arvika,Sumbergedong,2021-07-04 17:18:00,1,6
932,Marseille,Fujishiro,2022-01-16 11:44:11,55,37
933,Huashu,Naranjito,2021-10-01 16:11:43,52,51
934,El Porvenir,Sanshengyuan,2021-09-13 14:28:13,89,28
935,Xiaoqi,Mieścisko,2021-06-20 09:09:29,41,83
936,Brudzeń Duży,Concepcion,2021-06-27 22:07:25,38,51
937,Karpacz,Mandepa Barat,2021-10-25 14:31:38,10,1
938,Berlin,Vondrozo,2021-02-07 09:33:52,89,19
939,Noramarg,Comalapa,2021-10-14 20:49:24,73,83
940,Muarabuliti,Ngilengan,2021-10-30 16:39:34,97,100
941,Airuk,Lishan,2021-09-04 09:31:29,5,76
942,Shangyi,Piskivka,2021-04-26 09:54:30,21,36
943,Chaloem Phra Kiat,Mataya,2021-04-08 23:03:32,51,32
944,Banjar Lalangpasek,Badong,2021-11-25 02:04:30,84,35
945,Karangagung Timur,Wanga,2021-04-05 16:50:45,51,89
946,Rio Branco,Horlivka,2021-09-25 03:31:44,85,47
947,Grębków,Zea,2021-03-09 23:39:09,75,23
948,Aghsu,Lhakangtang,2021-03-28 03:41:27,83,56
949,Cilongkrang,Krajan Sale,2021-03-12 09:46:10,45,75
950,Balingueo,Degan,2021-04-27 12:37:17,31,54
951,Babak,Ikalamavony,2022-01-04 10:21:24,82,66
952,Yŏnggwang-ŭp,Tsurusaki,2021-03-13 12:41:51,34,89
953,Leuwihalang,Parista,2021-04-03 18:21:47,72,99
954,La Cesira,Apeldoorn,2021-07-12 08:01:49,98,82
955,Had Kourt,El Asintal,2021-03-25 15:02:01,76,100
956,Calheta,Quinta de Valadares,2021-11-18 19:47:33,54,5
957,Pesagen,Hoolt,2022-01-06 06:29:13,8,6
958,Paranavaí,Nao,2021-08-05 12:29:11,99,23
959,Bayḩān,Jinfeng,2021-06-10 08:20:32,45,87
960,Maswarah,Baiquan,2021-03-14 14:35:39,89,92
961,Guayatá,Nagoselo do Douro,2021-12-30 15:25:53,47,70
962,Ban Lam Luk Ka,Port-Gentil,2021-07-01 07:33:38,99,1
963,Manique,Sumberkenanga,2021-02-20 21:53:23,30,62
964,Del Pilar,Turośń Kościelna,2021-12-16 23:10:56,66,25
965,Spandaryan,Spiczyn,2021-02-07 13:16:25,9,50
966,Lembung Tengah,Sexmoan,2021-04-06 16:27:22,90,59
967,Stanovoye,Los Angeles,2021-08-18 22:34:48,66,60
968,Sanguanzhai,Xiushi,2021-10-02 01:05:21,58,17
969,Tonga,Himensulan,2021-04-29 10:11:03,83,33
970,Bangbayang,Huangfang,2021-07-26 08:31:51,80,85
971,Marseille,Matatiele,2021-10-08 14:23:38,54,66
972,General Villegas,Buy,2021-06-15 15:25:11,85,74
973,Kaz,Stord,2021-07-23 05:41:40,11,41
974,Villa Bisonó,Piedras,2021-08-31 16:33:15,11,37
975,Sanlei,Arish,2021-10-17 05:59:59,8,64
976,Jinbi,Blagoveshchenka,2021-09-24 23:49:58,46,20
977,Kambing,Várzea Alegre,2021-04-24 17:14:44,51,20
978,Abakaliki,Sumuragung,2021-04-06 23:06:46,68,44
979,Evansville,Selínia,2021-04-22 08:37:41,12,26
980,Litian,Budapest,2022-01-02 17:19:25,15,29
981,Rawang,Calvário,2021-04-23 23:05:19,33,51
982,Bugarama,Zharkent,2021-11-17 05:38:54,83,84
983,Berkovitsa,Qiaozhuang,2022-01-19 11:35:32,40,84
984,Pančevo,Sidomulyo,2021-12-22 06:07:26,69,18
985,Zebrzydowice,Lebak Timur,2021-04-09 07:32:37,77,44
986,La Roxas,Birigui,2021-11-05 10:06:30,38,68
987,Cilegi,Ardee,2021-04-17 00:45:45,22,55
988,Fiditi,Changshan,2021-09-20 05:01:24,19,21
989,Guilhabreu,Alcains,2022-01-29 16:25:26,31,99
990,Rongdoi,Rodatychi,2021-07-20 16:01:29,11,8
991,Santa Fe,Sąspów,2021-07-27 20:48:37,15,39
992,Krajan Pundungsari,Liugou,2021-12-24 04:00:44,46,83
993,Tangtu,Evansville,2021-02-11 05:06:18,61,95
994,Shicheng,Mindyak,2021-07-14 02:10:05,63,75
995,Mino,Bicaj,2021-03-02 13:56:15,91,76
996,Skatepark,Komsomolets,2021-02-02 08:05:42,22,97
997,Sumberagung,Nanggorak,2021-09-03 17:52:35,93,44
998,Macau,Sebasang,2021-08-16 12:55:28,17,59
999,Ḩāfiz̧ Moghul,Talabaan,2022-01-25 11:19:59,8,8
1000,Tagbina,Mendes,2021-12-14 16:40:22,53,79
